X,sample_id,Strain,Promoter,mCherry,Terminator,BioRep,mCh_per_OD_at_max_gr,norm_fluo_per_OD_at_max_gr,remove
56,pSRO9-mCherry-tRPS13_biorep2,pSRO9-mCherry-tRPS13,pSRO9,mCherry,tRPS13,biorep2,47.94509144162652,4.139880583962252,FALSE
57,pSRO9-mCherry-tRPS3_biorep2,pSRO9-mCherry-tRPS3,pSRO9,mCherry,tRPS3,biorep2,5.174130795406166,0.4467669781141723,FALSE
58,pSRO9-mCherry-tSRO9_biorep2,pSRO9-mCherry-tSRO9,pSRO9,mCherry,tSRO9,biorep2,27.88528154864252,2.4077904993068393,FALSE
59,pSRO9-mCherry-tSUN4_biorep2,pSRO9-mCherry-tSUN4,pSRO9,mCherry,tSUN4,biorep2,26.322032054565454,2.27280971120473,FALSE
60,pSRO9-mCherry-tTOS6_biorep2,pSRO9-mCherry-tTOS6,pSRO9,mCherry,tTOS6,biorep2,4.9225978155086505,0.4250480394617828,FALSE
51,pSRO9-mCherry-tCLN2_biorep3,pSRO9-mCherry-tCLN2,pSRO9,mCherry,tCLN2,biorep3,77.70205304350355,6.709283704682252,FALSE
52,pSRO9-mCherry-tHSP26_biorep3,pSRO9-mCherry-tHSP26,pSRO9,mCherry,tHSP26,biorep3,-3.815052091165539,-0.32941557944987826,FALSE
53,pSRO9-mCherry-tPAB1_biorep3,pSRO9-mCherry-tPAB1,pSRO9,mCherry,tPAB1,biorep3,62.05905328265033,5.358568771460604,FALSE
54,pSRO9-mCherry-tPGK1_biorep3,pSRO9-mCherry-tPGK1,pSRO9,mCherry,tPGK1,biorep3,-2.714018525635479,-0.2343454201661443,FALSE
55,pSRO9-mCherry-tPMA1_biorep3,pSRO9-mCherry-tPMA1,pSRO9,mCherry,tPMA1,biorep3,17.843961464150553,1.5407598022072189,FALSE
56,pSRO9-mCherry-tRPS13_biorep3,pSRO9-mCherry-tRPS13,pSRO9,mCherry,tRPS13,biorep3,77.9024902181237,6.726590710312317,FALSE
57,pSRO9-mCherry-tRPS3_biorep3,pSRO9-mCherry-tRPS3,pSRO9,mCherry,tRPS3,biorep3,17.93132669993663,1.5483034658538806,FALSE
58,pSRO9-mCherry-tSRO9_biorep3,pSRO9-mCherry-tSRO9,pSRO9,mCherry,tSRO9,biorep3,-3.2591946977416915,-0.28141935791197675,FALSE
59,pSRO9-mCherry-tSUN4_biorep3,pSRO9-mCherry-tSUN4,pSRO9,mCherry,tSUN4,biorep3,16.92369971018932,1.4612986174887463,FALSE
60,pSRO9-mCherry-tTOS6_biorep3,pSRO9-mCherry-tTOS6,pSRO9,mCherry,tTOS6,biorep3,39.60131930234097,3.4194268474522516,FALSE
51,pSRO9-mCherry-tCLN2_biorep4,pSRO9-mCherry-tCLN2,pSRO9,mCherry,tCLN2,biorep4,22.817853293774512,1.97023688928836,FALSE
52,pSRO9-mCherry-tHSP26_biorep4,pSRO9-mCherry-tHSP26,pSRO9,mCherry,tHSP26,biorep4,23.350720209093492,2.0162479684256422,FALSE
53,pSRO9-mCherry-tPAB1_biorep4,pSRO9-mCherry-tPAB1,pSRO9,mCherry,tPAB1,biorep4,46.96165827837444,4.05496478266216,FALSE
54,pSRO9-mCherry-tPGK1_biorep4,pSRO9-mCherry-tPGK1,pSRO9,mCherry,tPGK1,biorep4,0.3800644174468673,0.03281715093522892,FALSE
55,pSRO9-mCherry-tPMA1_biorep4,pSRO9-mCherry-tPMA1,pSRO9,mCherry,tPMA1,biorep4,46.228386300046296,3.9916494706131633,FALSE
56,pSRO9-mCherry-tRPS13_biorep4,pSRO9-mCherry-tRPS13,pSRO9,mCherry,tRPS13,biorep4,23.4352018785376,2.0235426468278765,FALSE
57,pSRO9-mCherry-tRPS3_biorep4,pSRO9-mCherry-tRPS3,pSRO9,mCherry,tRPS3,biorep4,23.166608972267785,2.0003506468916536,FALSE
58,pSRO9-mCherry-tSRO9_biorep4,pSRO9-mCherry-tSRO9,pSRO9,mCherry,tSRO9,biorep4,23.532472923868305,2.0319416403397894,FALSE
59,pSRO9-mCherry-tSUN4_biorep4,pSRO9-mCherry-tSUN4,pSRO9,mCherry,tSUN4,biorep4,22.859003523841967,1.9737900588279207,FALSE
60,pSRO9-mCherry-tTOS6_biorep4,pSRO9-mCherry-tTOS6,pSRO9,mCherry,tTOS6,biorep4,44.0593894652963,3.804364649313165,FALSE
52,pSRO9-mCherry-tCLN2_biorep5,pSRO9-mCherry-tCLN2,pSRO9,mCherry,tCLN2,biorep5,78.23217144365466,6.755057459742427,FALSE
53,pSRO9-mCherry-tHSP26_biorep5,pSRO9-mCherry-tHSP26,pSRO9,mCherry,tHSP26,biorep5,42.04691959111938,3.6305953497372636,FALSE
54,pSRO9-mCherry-tPAB1_biorep5,pSRO9-mCherry-tPAB1,pSRO9,mCherry,tPAB1,biorep5,106.49687268391725,9.195609440303782,FALSE
55,pSRO9-mCherry-tPGK1_biorep5,pSRO9-mCherry-tPGK1,pSRO9,mCherry,tPGK1,biorep5,62.08909381333228,5.361162659718248,FALSE
56,pSRO9-mCherry-tPMA1_biorep5,pSRO9-mCherry-tPMA1,pSRO9,mCherry,tPMA1,biorep5,21.444947347265703,1.8516915596068422,FALSE
57,pSRO9-mCherry-tRPS13_biorep5,pSRO9-mCherry-tRPS13,pSRO9,mCherry,tRPS13,biorep5,65.92196831575312,5.692117138189834,FALSE
58,pSRO9-mCherry-tRPS3_biorep5,pSRO9-mCherry-tRPS3,pSRO9,mCherry,tRPS3,biorep5,41.057574201326986,3.54516904963268,FALSE
59,pSRO9-mCherry-tSRO9_biorep5,pSRO9-mCherry-tSRO9,pSRO9,mCherry,tSRO9,biorep5,43.6078590693115,3.765376676546816,FALSE
60,pSRO9-mCherry-tSUN4_biorep5,pSRO9-mCherry-tSUN4,pSRO9,mCherry,tSUN4,biorep5,22.186153664842777,1.915691972382849,FALSE
61,pSRO9-mCherry-tTOS6_biorep5,pSRO9-mCherry-tTOS6,pSRO9,mCherry,tTOS6,biorep5,42.69246696004949,3.6863359675628744,FALSE
